order_id,customer_id,order_date,category,payment_method,pincode_tier,order_value,discount_percent,is_rto,is_return,outcome,return_reason,is_bad_order
ORD_0001751,CUST_00944,2023-03-17 08:00:00,Home,Prepaid,Tier_2,3194.24,46.96,0,0,Delivered,,0
ORD_0001510,CUST_00430,2023-03-17 08:00:00,Beauty,COD,Tier_3,1339.19,19.38,0,0,Delivered,,0
ORD_0005868,CUST_04132,2023-03-17 09:00:00,Footwear,COD,Tier_2,3559.68,12.55,0,1,Returned,Not as Expected,1
ORD_0003223,CUST_00801,2023-03-17 09:00:00,Home,COD,Tier_2,4518.15,12.52,0,1,Returned,Changed Mind,1
ORD_0007065,CUST_02532,2023-03-17 10:00:00,Electronics,COD,Tier_2,3769.72,15.41,0,0,Delivered,,0
ORD_0007209,CUST_03694,2023-03-17 10:00:00,Footwear,Prepaid,Tier_3,2707.93,46.78,0,0,Delivered,,0
ORD_0007806,CUST_03475,2023-03-17 10:00:00,Fashion,COD,Tier_3,803.89,33.31,1,0,RTO,,1
ORD_0004660,CUST_00473,2023-03-17 12:00:00,Beauty,COD,Tier_2,3212.26,46.7,1,0,RTO,,1
ORD_0006603,CUST_04015,2023-03-17 12:00:00,Electronics,COD,Tier_3,367.56,21.59,0,0,Delivered,,0
ORD_0005051,CUST_02929,2023-03-17 13:00:00,Fashion,COD,Tier_3,381.44,49.72,0,0,Delivered,,0
ORD_0007797,CUST_03407,2023-03-17 14:00:00,Footwear,COD,Tier_2,1028.85,7.16,0,1,Returned,Changed Mind,1
ORD_0006008,CUST_04895,2023-03-17 14:00:00,Beauty,Prepaid,Tier_1,583.09,37.4,0,0,Delivered,,0
ORD_0000251,CUST_02282,2023-03-17 15:00:00,Electronics,Prepaid,Tier_1,711.41,7.1,0,0,Delivered,,0
ORD_0007782,CUST_01029,2023-03-17 15:00:00,Footwear,COD,Tier_2,1150.12,30.58,0,1,Returned,Wrong Size,1
ORD_0004417,CUST_02140,2023-03-17 16:00:00,Fashion,COD,Tier_1,3221.85,37.79,0,1,Returned,Wrong Size,1
ORD_0005306,CUST_05218,2023-03-17 16:00:00,Home,COD,Tier_2,1034.68,1.41,0,0,Delivered,,0
ORD_0004432,CUST_05772,2023-03-17 16:00:00,Fashion,COD,Tier_2,1948.1,27.13,0,0,Delivered,,0
ORD_0002130,CUST_01635,2023-03-17 17:00:00,Electronics,Prepaid,Tier_1,574.0,0.98,0,1,Returned,Wrong Size,1
ORD_0000334,CUST_02570,2023-03-17 18:00:00,Fashion,COD,Tier_3,4690.89,44.63,0,0,Delivered,,0
ORD_0002477,CUST_03690,2023-03-17 18:00:00,Electronics,COD,Tier_1,1090.17,23.3,0,1,Returned,Changed Mind,1
ORD_0004449,CUST_05980,2023-03-17 18:00:00,Fashion,COD,Tier_3,735.68,22.39,0,0,Delivered,,0
ORD_0004610,CUST_03243,2023-03-17 19:00:00,Footwear,COD,Tier_3,3307.17,6.89,0,0,Delivered,,0
ORD_0009559,CUST_04673,2023-03-17 21:00:00,Footwear,COD,Tier_3,2812.54,47.81,0,0,Delivered,,0
ORD_0009777,CUST_02207,2023-03-18 00:00:00,Fashion,COD,Tier_1,2660.55,33.07,0,1,Returned,Defective,1
ORD_0008994,CUST_00812,2023-03-18 00:00:00,Fashion,COD,Tier_1,778.32,29.02,0,1,Returned,Wrong Size,1
ORD_0000899,CUST_02817,2023-03-18 00:00:00,Fashion,COD,Tier_2,2080.32,39.79,0,1,Returned,Changed Mind,1
ORD_0005469,CUST_05931,2023-03-18 00:00:00,Home,COD,Tier_2,3607.69,8.96,0,0,Delivered,,0
ORD_0005230,CUST_05872,2023-03-18 01:00:00,Electronics,COD,Tier_1,448.74,4.27,0,0,Delivered,,0
ORD_0002000,CUST_02235,2023-03-18 02:00:00,Beauty,COD,Tier_1,1438.36,40.06,0,0,Delivered,,0
ORD_0002814,CUST_01228,2023-03-18 05:00:00,Home,COD,Tier_3,634.74,23.0,1,0,RTO,,1
ORD_0009648,CUST_01924,2023-03-18 05:00:00,Fashion,Prepaid,Tier_2,5935.81,31.92,0,0,Delivered,,0
ORD_0002422,CUST_03426,2023-03-18 06:00:00,Footwear,COD,Tier_2,911.67,26.69,0,1,Returned,Wrong Size,1
ORD_0008417,CUST_00709,2023-03-18 08:00:00,Fashion,COD,Tier_2,2213.59,22.53,0,1,Returned,Wrong Size,1
ORD_0000490,CUST_00318,2023-03-18 08:00:00,Fashion,COD,Tier_1,1621.34,27.22,0,0,Delivered,,0
ORD_0008879,CUST_05612,2023-03-18 11:00:00,Electronics,COD,Tier_1,4293.44,11.76,0,0,Delivered,,0
ORD_0007303,CUST_00266,2023-03-18 11:00:00,Fashion,Prepaid,Tier_2,2702.62,37.51,0,0,Delivered,,0
ORD_0006562,CUST_00734,2023-03-18 13:00:00,Beauty,COD,Tier_1,769.12,18.6,1,0,RTO,,1
ORD_0004887,CUST_03057,2023-03-18 15:00:00,Fashion,Prepaid,Tier_3,1273.45,11.07,0,0,Delivered,,0
ORD_0005484,CUST_00675,2023-03-18 17:00:00,Fashion,COD,Tier_3,347.7,35.94,1,0,RTO,,1
ORD_0001175,CUST_00022,2023-03-18 19:00:00,Electronics,COD,Tier_2,520.87,17.05,1,0,RTO,,1
ORD_0007061,CUST_04435,2023-03-18 19:00:00,Home,COD,Tier_2,377.06,40.99,0,0,Delivered,,0
ORD_0001478,CUST_01996,2023-03-18 20:00:00,Fashion,COD,Tier_2,4034.2,19.73,1,0,RTO,,1
ORD_0001657,CUST_05385,2023-03-18 20:00:00,Fashion,COD,Tier_1,867.91,43.76,0,0,Delivered,,0
ORD_0004225,CUST_01634,2023-03-18 21:00:00,Home,COD,Tier_3,440.19,44.43,1,0,RTO,,1
ORD_0006332,CUST_01726,2023-03-18 21:00:00,Home,COD,Tier_2,1646.37,32.18,0,0,Delivered,,0
ORD_0006075,CUST_04205,2023-03-18 21:00:00,Electronics,COD,Tier_1,1053.34,0.45,0,0,Delivered,,0
ORD_0003685,CUST_05828,2023-03-18 22:00:00,Home,COD,Tier_2,2636.04,12.27,0,0,Delivered,,0
ORD_0005722,CUST_05402,2023-03-18 22:00:00,Footwear,COD,Tier_1,774.07,24.93,0,0,Delivered,,0
ORD_0009206,CUST_03002,2023-03-19 02:00:00,Fashion,COD,Tier_2,2859.04,42.78,0,0,Delivered,,0
ORD_0009982,CUST_01361,2023-03-19 03:00:00,Electronics,COD,Tier_2,2245.79,30.01,0,0,Delivered,,0
ORD_0008104,CUST_01242,2023-03-19 04:00:00,Fashion,COD,Tier_1,1952.2,45.31,1,0,RTO,,1
ORD_0007122,CUST_01508,2023-03-19 05:00:00,Fashion,Prepaid,Tier_3,707.69,44.62,0,1,Returned,Wrong Size,1
ORD_0001040,CUST_04875,2023-03-19 07:00:00,Fashion,COD,Tier_2,626.69,1.39,0,1,Returned,Not as Expected,1
ORD_0000213,CUST_03467,2023-03-19 08:00:00,Electronics,COD,Tier_1,5486.12,39.94,0,0,Delivered,,0
ORD_0002084,CUST_02955,2023-03-19 09:00:00,Fashion,Prepaid,Tier_3,3880.16,40.68,0,0,Delivered,,0
ORD_0008149,CUST_01565,2023-03-19 10:00:00,Fashion,Prepaid,Tier_1,435.16,39.27,0,0,Delivered,,0
ORD_0001029,CUST_00941,2023-03-19 11:00:00,Electronics,Prepaid,Tier_2,962.98,28.85,0,0,Delivered,,0
ORD_0002937,CUST_04899,2023-03-19 13:00:00,Electronics,COD,Tier_1,1236.76,47.56,0,0,Delivered,,0
ORD_0005326,CUST_03121,2023-03-19 13:00:00,Fashion,COD,Tier_1,1039.22,27.77,0,0,Delivered,,0
ORD_0002580,CUST_04250,2023-03-19 14:00:00,Home,COD,Tier_3,1739.34,26.36,1,0,RTO,,1
ORD_0004885,CUST_01634,2023-03-19 15:00:00,Electronics,COD,Tier_2,432.05,40.35,0,0,Delivered,,0
ORD_0007189,CUST_05023,2023-03-19 16:00:00,Fashion,Prepaid,Tier_2,836.58,19.7,0,1,Returned,Changed Mind,1
ORD_0001110,CUST_00010,2023-03-19 17:00:00,Fashion,COD,Tier_1,5074.74,7.1,0,0,Delivered,,0
ORD_0007227,CUST_00936,2023-03-19 17:00:00,Footwear,Prepaid,Tier_3,1147.74,4.14,0,0,Delivered,,0
ORD_0005087,CUST_05009,2023-03-19 18:00:00,Footwear,COD,Tier_2,2727.32,44.31,1,0,RTO,,1
ORD_0002539,CUST_04890,2023-03-19 18:00:00,Beauty,COD,Tier_3,1488.88,22.98,1,0,RTO,,1
ORD_0009529,CUST_02571,2023-03-19 19:00:00,Beauty,COD,Tier_3,5177.09,20.32,0,0,Delivered,,0
ORD_0007217,CUST_00739,2023-03-19 19:00:00,Electronics,COD,Tier_1,2405.67,39.16,0,0,Delivered,,0
ORD_0001159,CUST_03869,2023-03-19 21:00:00,Beauty,COD,Tier_3,844.98,27.16,1,0,RTO,,1
ORD_0003337,CUST_02700,2023-03-19 22:00:00,Electronics,COD,Tier_1,4734.24,28.56,0,0,Delivered,,0
ORD_0009973,CUST_01564,2023-03-19 22:00:00,Home,Prepaid,Tier_3,1611.09,40.85,0,0,Delivered,,0
ORD_0004087,CUST_04141,2023-03-19 22:00:00,Footwear,Prepaid,Tier_2,1910.1,11.04,0,0,Delivered,,0
ORD_0006259,CUST_02129,2023-03-19 23:00:00,Electronics,COD,Tier_3,660.03,17.88,0,0,Delivered,,0
ORD_0004186,CUST_01004,2023-03-20 01:00:00,Electronics,COD,Tier_1,3118.75,2.83,0,0,Delivered,,0
ORD_0005744,CUST_00327,2023-03-20 02:00:00,Home,Prepaid,Tier_3,2607.72,31.15,0,0,Delivered,,0
ORD_0005395,CUST_00333,2023-03-20 02:00:00,Fashion,COD,Tier_3,2535.34,44.94,0,1,Returned,Defective,1
ORD_0007431,CUST_03925,2023-03-20 05:00:00,Fashion,Prepaid,Tier_1,5696.51,5.44,0,1,Returned,Wrong Size,1
ORD_0004242,CUST_03182,2023-03-20 06:00:00,Fashion,COD,Tier_1,4664.32,23.12,0,1,Returned,Wrong Size,1
ORD_0002884,CUST_05963,2023-03-20 06:00:00,Footwear,COD,Tier_2,1943.87,3.83,0,0,Delivered,,0
ORD_0004338,CUST_05682,2023-03-20 06:00:00,Footwear,COD,Tier_2,1286.45,24.9,1,0,RTO,,1
ORD_0006357,CUST_05133,2023-03-20 06:00:00,Home,Prepaid,Tier_2,1789.26,17.9,0,0,Delivered,,0
ORD_0001802,CUST_04748,2023-03-20 07:00:00,Fashion,COD,Tier_1,1067.35,6.52,0,0,Delivered,,0
ORD_0006662,CUST_00877,2023-03-20 07:00:00,Electronics,COD,Tier_1,3691.87,21.45,0,0,Delivered,,0
ORD_0006586,CUST_03594,2023-03-20 08:00:00,Footwear,Prepaid,Tier_3,1921.86,45.22,0,1,Returned,Not as Expected,1
ORD_0009096,CUST_04864,2023-03-20 10:00:00,Fashion,Prepaid,Tier_1,1100.11,16.01,0,0,Delivered,,0
ORD_0004586,CUST_04610,2023-03-20 11:00:00,Footwear,Prepaid,Tier_1,748.05,27.17,0,0,Delivered,,0
ORD_0001960,CUST_05541,2023-03-20 12:00:00,Electronics,COD,Tier_3,1398.65,25.29,1,0,RTO,,1
ORD_0008856,CUST_01338,2023-03-20 12:00:00,Electronics,Prepaid,Tier_1,404.71,39.55,0,0,Delivered,,0
ORD_0006611,CUST_02256,2023-03-20 12:00:00,Fashion,COD,Tier_2,359.63,39.12,0,0,Delivered,,0
ORD_0004463,CUST_00447,2023-03-20 13:00:00,Fashion,COD,Tier_2,3813.49,31.32,0,1,Returned,Defective,1
ORD_0001150,CUST_01262,2023-03-20 13:00:00,Fashion,Prepaid,Tier_1,1083.36,42.4,0,0,Delivered,,0
ORD_0004843,CUST_03385,2023-03-20 13:00:00,Footwear,Prepaid,Tier_1,2167.16,42.54,0,0,Delivered,,0
ORD_0009599,CUST_02359,2023-03-20 14:00:00,Footwear,COD,Tier_1,2685.99,25.99,0,0,Delivered,,0
ORD_0008867,CUST_05235,2023-03-20 14:00:00,Fashion,Prepaid,Tier_2,1336.73,17.75,0,1,Returned,Wrong Size,1
ORD_0004634,CUST_03415,2023-03-20 15:00:00,Fashion,COD,Tier_3,849.83,24.02,0,1,Returned,Not as Expected,1
ORD_0002438,CUST_00738,2023-03-20 16:00:00,Fashion,Prepaid,Tier_2,678.45,14.14,0,1,Returned,Not as Expected,1
ORD_0007699,CUST_00571,2023-03-20 16:00:00,Electronics,COD,Tier_3,765.72,49.12,0,0,Delivered,,0
ORD_0001116,CUST_01537,2023-03-20 19:00:00,Fashion,Prepaid,Tier_2,1015.02,17.01,0,0,Delivered,,0
ORD_0009921,CUST_01517,2023-03-20 21:00:00,Fashion,COD,Tier_2,3338.62,10.92,0,1,Returned,Changed Mind,1
ORD_0003975,CUST_04065,2023-03-20 22:00:00,Footwear,COD,Tier_3,2847.66,16.86,0,0,Delivered,,0
ORD_0006613,CUST_04543,2023-03-21 00:00:00,Electronics,COD,Tier_2,7774.96,38.34,1,0,RTO,,1
ORD_0008912,CUST_04515,2023-03-21 00:00:00,Fashion,Prepaid,Tier_2,3845.88,43.66,0,0,Delivered,,0
ORD_0002892,CUST_04461,2023-03-21 01:00:00,Beauty,COD,Tier_1,635.8,43.49,0,0,Delivered,,0
ORD_0006344,CUST_00682,2023-03-21 01:00:00,Fashion,COD,Tier_3,1396.15,49.31,0,0,Delivered,,0
ORD_0006116,CUST_00623,2023-03-21 01:00:00,Fashion,Prepaid,Tier_3,1312.74,5.31,0,0,Delivered,,0
ORD_0006050,CUST_02331,2023-03-21 02:00:00,Home,COD,Tier_1,432.41,36.86,1,0,RTO,,1
ORD_0001882,CUST_00540,2023-03-21 04:00:00,Fashion,COD,Tier_3,1721.68,47.56,0,0,Delivered,,0
ORD_0007844,CUST_04235,2023-03-21 05:00:00,Footwear,COD,Tier_2,3113.08,20.89,0,1,Returned,Changed Mind,1
ORD_0005881,CUST_00963,2023-03-21 06:00:00,Fashion,COD,Tier_1,1090.23,10.14,1,0,RTO,,1
ORD_0004605,CUST_04987,2023-03-21 06:00:00,Fashion,COD,Tier_2,3729.94,35.2,0,0,Delivered,,0
ORD_0000708,CUST_04410,2023-03-21 06:00:00,Fashion,COD,Tier_2,961.39,22.37,0,0,Delivered,,0
ORD_0002796,CUST_02028,2023-03-21 06:00:00,Fashion,COD,Tier_3,1284.95,12.76,1,0,RTO,,1
ORD_0009136,CUST_05416,2023-03-21 09:00:00,Fashion,COD,Tier_2,1828.92,29.7,1,0,RTO,,1
ORD_0003250,CUST_02420,2023-03-21 09:00:00,Fashion,COD,Tier_2,882.14,8.46,0,1,Returned,Changed Mind,1
ORD_0001943,CUST_05423,2023-03-21 09:00:00,Footwear,COD,Tier_3,636.94,26.16,1,0,RTO,,1
ORD_0001555,CUST_05834,2023-03-21 09:00:00,Fashion,COD,Tier_1,1453.2,41.77,0,0,Delivered,,0
ORD_0000349,CUST_05532,2023-03-21 10:00:00,Home,COD,Tier_2,813.83,43.57,0,0,Delivered,,0
ORD_0005873,CUST_00789,2023-03-21 13:00:00,Home,COD,Tier_2,548.82,46.95,0,0,Delivered,,0
ORD_0007931,CUST_03139,2023-03-21 13:00:00,Fashion,Prepaid,Tier_1,2740.28,28.42,0,1,Returned,Not as Expected,1
ORD_0000613,CUST_05008,2023-03-21 14:00:00,Electronics,COD,Tier_3,824.22,23.77,0,0,Delivered,,0
ORD_0002330,CUST_02644,2023-03-21 14:00:00,Home,Prepaid,Tier_1,3645.29,5.99,0,0,Delivered,,0
ORD_0009372,CUST_04587,2023-03-21 14:00:00,Fashion,COD,Tier_1,492.65,49.1,0,0,Delivered,,0
ORD_0006939,CUST_02500,2023-03-21 15:00:00,Fashion,COD,Tier_1,388.74,38.24,0,0,Delivered,,0
ORD_0005711,CUST_01957,2023-03-21 15:00:00,Beauty,COD,Tier_1,762.28,46.12,1,0,RTO,,1
ORD_0006642,CUST_05597,2023-03-21 15:00:00,Fashion,Prepaid,Tier_3,1745.1,2.37,0,0,Delivered,,0
ORD_0008853,CUST_05680,2023-03-21 15:00:00,Electronics,COD,Tier_1,4691.1,3.6,0,0,Delivered,,0
ORD_0003863,CUST_05294,2023-03-21 15:00:00,Fashion,COD,Tier_3,322.27,16.27,1,0,RTO,,1
ORD_0001270,CUST_03529,2023-03-21 17:00:00,Fashion,COD,Tier_2,794.6,45.51,0,0,Delivered,,0
ORD_0009089,CUST_01908,2023-03-21 17:00:00,Footwear,COD,Tier_1,414.46,14.52,0,1,Returned,Wrong Size,1
ORD_0008437,CUST_04700,2023-03-21 18:00:00,Electronics,COD,Tier_3,936.81,27.12,0,0,Delivered,,0
ORD_0006421,CUST_03061,2023-03-21 18:00:00,Fashion,COD,Tier_1,7040.96,38.65,0,0,Delivered,,0
ORD_0003432,CUST_02120,2023-03-21 20:00:00,Footwear,COD,Tier_3,3737.08,13.01,0,1,Returned,Wrong Size,1
ORD_0009950,CUST_05655,2023-03-21 21:00:00,Footwear,COD,Tier_2,3779.15,1.24,1,0,RTO,,1
ORD_0006635,CUST_05907,2023-03-21 21:00:00,Fashion,Prepaid,Tier_2,3203.77,44.87,0,1,Returned,Changed Mind,1
ORD_0001472,CUST_05257,2023-03-21 22:00:00,Home,COD,Tier_2,1586.15,19.25,1,0,RTO,,1
ORD_0008808,CUST_00021,2023-03-21 23:00:00,Fashion,COD,Tier_2,1314.5,22.8,0,1,Returned,Not as Expected,1
ORD_0002829,CUST_03715,2023-03-21 23:00:00,Footwear,Prepaid,Tier_3,730.63,44.42,0,0,Delivered,,0
ORD_0001258,CUST_00824,2023-03-22 00:00:00,Fashion,Prepaid,Tier_1,12175.99,24.79,0,1,Returned,Not as Expected,1
ORD_0009405,CUST_01152,2023-03-22 01:00:00,Footwear,COD,Tier_1,431.89,26.29,0,0,Delivered,,0
ORD_0006040,CUST_03238,2023-03-22 02:00:00,Home,COD,Tier_2,1132.57,43.5,0,0,Delivered,,0
ORD_0005907,CUST_03486,2023-03-22 04:00:00,Fashion,COD,Tier_2,537.45,38.89,0,1,Returned,Defective,1
ORD_0003067,CUST_01885,2023-03-22 06:00:00,Home,COD,Tier_3,5807.22,47.86,0,1,Returned,Not as Expected,1
ORD_0005084,CUST_05008,2023-03-22 07:00:00,Electronics,COD,Tier_3,506.72,26.69,1,0,RTO,,1
ORD_0000009,CUST_04468,2023-03-22 07:00:00,Electronics,Prepaid,Tier_1,965.84,5.79,0,0,Delivered,,0
ORD_0003080,CUST_04019,2023-03-22 08:00:00,Fashion,Prepaid,Tier_3,379.94,29.68,0,0,Delivered,,0
ORD_0008489,CUST_05139,2023-03-22 10:00:00,Home,COD,Tier_3,6998.79,46.13,0,0,Delivered,,0
ORD_0006795,CUST_02171,2023-03-22 10:00:00,Footwear,COD,Tier_1,730.36,39.37,0,1,Returned,Wrong Size,1
ORD_0009428,CUST_01182,2023-03-22 11:00:00,Footwear,COD,Tier_1,6831.02,35.81,0,0,Delivered,,0
ORD_0005949,CUST_01669,2023-03-22 12:00:00,Electronics,COD,Tier_2,5161.01,37.49,1,0,RTO,,1
ORD_0005224,CUST_01537,2023-03-22 13:00:00,Electronics,COD,Tier_3,4583.0,39.01,0,0,Delivered,,0
ORD_0009619,CUST_05061,2023-03-22 14:00:00,Beauty,COD,Tier_2,7591.16,8.25,1,0,RTO,,1
ORD_0008146,CUST_00323,2023-03-22 14:00:00,Home,COD,Tier_3,2002.19,17.6,0,0,Delivered,,0
ORD_0008430,CUST_02031,2023-03-22 15:00:00,Fashion,COD,Tier_1,510.5,22.65,0,1,Returned,Wrong Size,1
ORD_0003809,CUST_05256,2023-03-22 17:00:00,Home,COD,Tier_1,2467.87,46.71,0,0,Delivered,,0
ORD_0006071,CUST_04122,2023-03-22 18:00:00,Fashion,Prepaid,Tier_3,1572.38,31.76,0,0,Delivered,,0
ORD_0004271,CUST_01938,2023-03-22 21:00:00,Fashion,COD,Tier_1,412.32,41.39,0,0,Delivered,,0
ORD_0002980,CUST_00473,2023-03-22 21:00:00,Fashion,COD,Tier_1,2709.63,3.13,0,0,Delivered,,0
ORD_0007666,CUST_01303,2023-03-22 22:00:00,Footwear,COD,Tier_2,367.94,41.71,0,0,Delivered,,0
ORD_0004194,CUST_03236,2023-03-23 00:00:00,Fashion,Prepaid,Tier_3,1918.51,43.05,0,0,Delivered,,0
ORD_0003945,CUST_01439,2023-03-23 01:00:00,Fashion,COD,Tier_3,894.71,21.14,0,0,Delivered,,0
ORD_0000332,CUST_04442,2023-03-23 03:00:00,Home,Prepaid,Tier_3,5796.12,1.38,0,0,Delivered,,0
ORD_0002747,CUST_00056,2023-03-23 03:00:00,Footwear,COD,Tier_2,1457.07,32.74,0,0,Delivered,,0
ORD_0002447,CUST_00415,2023-03-23 05:00:00,Beauty,COD,Tier_3,2819.98,3.57,1,0,RTO,,1
ORD_0006126,CUST_05597,2023-03-23 05:00:00,Fashion,COD,Tier_1,976.39,38.57,0,0,Delivered,,0
ORD_0009452,CUST_03894,2023-03-23 06:00:00,Beauty,COD,Tier_2,7542.73,0.97,1,0,RTO,,1
ORD_0005240,CUST_03747,2023-03-23 06:00:00,Electronics,COD,Tier_1,1768.33,24.14,0,0,Delivered,,0
ORD_0004419,CUST_00608,2023-03-23 06:00:00,Fashion,Prepaid,Tier_2,830.0,32.74,0,0,Delivered,,0
ORD_0002355,CUST_05397,2023-03-23 09:00:00,Fashion,COD,Tier_3,1831.0,12.18,0,0,Delivered,,0
ORD_0007285,CUST_04926,2023-03-23 10:00:00,Footwear,COD,Tier_1,2918.17,3.3,0,0,Delivered,,0
ORD_0007574,CUST_02775,2023-03-23 10:00:00,Electronics,COD,Tier_2,2395.93,11.76,0,0,Delivered,,0
ORD_0005516,CUST_02064,2023-03-23 11:00:00,Home,COD,Tier_1,863.48,25.53,0,0,Delivered,,0
ORD_0000971,CUST_02490,2023-03-23 12:00:00,Home,Prepaid,Tier_3,1020.48,3.93,0,0,Delivered,,0
ORD_0000172,CUST_01464,2023-03-23 12:00:00,Home,COD,Tier_3,492.11,27.22,1,0,RTO,,1
ORD_0002633,CUST_02357,2023-03-23 12:00:00,Footwear,COD,Tier_3,8006.69,21.2,0,0,Delivered,,0
ORD_0002041,CUST_01767,2023-03-23 15:00:00,Electronics,COD,Tier_2,413.04,0.33,0,0,Delivered,,0
ORD_0002670,CUST_04509,2023-03-23 15:00:00,Fashion,Prepaid,Tier_2,700.65,7.3,0,0,Delivered,,0
ORD_0007701,CUST_00891,2023-03-23 17:00:00,Fashion,COD,Tier_2,334.96,35.26,1,0,RTO,,1
ORD_0006329,CUST_02062,2023-03-23 17:00:00,Footwear,Prepaid,Tier_2,765.19,49.78,0,0,Delivered,,0
ORD_0008142,CUST_05307,2023-03-23 17:00:00,Footwear,COD,Tier_2,1443.97,26.97,0,0,Delivered,,0
ORD_0002953,CUST_05129,2023-03-23 20:00:00,Home,COD,Tier_2,680.51,42.61,1,0,RTO,,1
ORD_0002613,CUST_05655,2023-03-23 20:00:00,Beauty,COD,Tier_2,2567.06,46.03,0,0,Delivered,,0
ORD_0007498,CUST_00205,2023-03-23 20:00:00,Electronics,COD,Tier_1,2805.27,2.06,1,0,RTO,,1
ORD_0003558,CUST_03059,2023-03-23 21:00:00,Fashion,COD,Tier_2,1945.83,28.94,0,0,Delivered,,0
ORD_0005749,CUST_04272,2023-03-23 21:00:00,Home,COD,Tier_2,802.07,14.09,1,0,RTO,,1
ORD_0000661,CUST_05224,2023-03-23 22:00:00,Home,Prepaid,Tier_2,4802.84,15.0,1,0,RTO,,1
ORD_0006366,CUST_02665,2023-03-23 22:00:00,Footwear,Prepaid,Tier_2,3691.04,44.77,0,0,Delivered,,0
ORD_0003305,CUST_01138,2023-03-23 22:00:00,Electronics,COD,Tier_1,1870.9,22.33,0,0,Delivered,,0
ORD_0008276,CUST_03410,2023-03-23 22:00:00,Beauty,Prepaid,Tier_2,1514.38,31.9,0,1,Returned,Changed Mind,1
ORD_0007917,CUST_02141,2023-03-24 00:00:00,Footwear,Prepaid,Tier_3,927.96,22.82,0,0,Delivered,,0
ORD_0004695,CUST_00407,2023-03-24 01:00:00,Fashion,Prepaid,Tier_3,8540.73,39.05,0,1,Returned,Changed Mind,1
ORD_0004450,CUST_04425,2023-03-24 01:00:00,Home,Prepaid,Tier_1,6564.83,16.02,1,0,RTO,,1
ORD_0003899,CUST_05150,2023-03-24 01:00:00,Beauty,COD,Tier_2,2294.7,43.51,1,0,RTO,,1
ORD_0004662,CUST_00271,2023-03-24 01:00:00,Fashion,COD,Tier_2,2853.74,41.07,0,0,Delivered,,0
ORD_0008100,CUST_00310,2023-03-24 02:00:00,Beauty,Prepaid,Tier_2,2562.43,23.39,0,1,Returned,Not as Expected,1
ORD_0002192,CUST_02250,2023-03-24 02:00:00,Footwear,Prepaid,Tier_2,494.04,2.93,0,0,Delivered,,0
ORD_0005382,CUST_01610,2023-03-24 03:00:00,Fashion,COD,Tier_1,4468.25,7.25,0,1,Returned,Changed Mind,1
ORD_0006915,CUST_02865,2023-03-24 04:00:00,Electronics,Prepaid,Tier_3,1703.58,1.61,0,0,Delivered,,0
ORD_0005916,CUST_03348,2023-03-24 07:00:00,Fashion,Prepaid,Tier_1,6820.42,43.43,0,0,Delivered,,0
ORD_0000484,CUST_02033,2023-03-24 13:00:00,Fashion,COD,Tier_3,5042.03,28.29,0,1,Returned,Changed Mind,1
ORD_0007891,CUST_02391,2023-03-24 13:00:00,Fashion,Prepaid,Tier_3,834.8,38.93,0,0,Delivered,,0
ORD_0008409,CUST_04945,2023-03-24 14:00:00,Home,COD,Tier_1,1087.68,6.55,0,0,Delivered,,0
ORD_0009874,CUST_04286,2023-03-24 14:00:00,Footwear,Prepaid,Tier_3,1777.48,41.75,0,0,Delivered,,0
ORD_0006361,CUST_01398,2023-03-24 14:00:00,Footwear,Prepaid,Tier_1,1363.51,41.99,0,0,Delivered,,0
ORD_0002955,CUST_03500,2023-03-24 15:00:00,Fashion,Prepaid,Tier_3,1051.73,47.3,0,0,Delivered,,0
ORD_0008397,CUST_04659,2023-03-24 15:00:00,Home,COD,Tier_1,436.58,11.06,0,1,Returned,Wrong Size,1
ORD_0002663,CUST_02706,2023-03-24 17:00:00,Electronics,COD,Tier_2,3108.91,45.27,0,1,Returned,Defective,1
ORD_0008942,CUST_02519,2023-03-24 17:00:00,Footwear,COD,Tier_1,737.96,4.95,0,1,Returned,Defective,1
ORD_0005124,CUST_05438,2023-03-24 19:00:00,Footwear,COD,Tier_2,1230.07,45.77,0,1,Returned,Wrong Size,1
ORD_0009668,CUST_04756,2023-03-24 20:00:00,Fashion,COD,Tier_3,3049.88,29.7,0,0,Delivered,,0
ORD_0000558,CUST_05464,2023-03-24 21:00:00,Footwear,COD,Tier_2,1009.49,43.8,0,0,Delivered,,0
ORD_0008802,CUST_02490,2023-03-24 22:00:00,Fashion,COD,Tier_3,1486.23,32.52,0,1,Returned,Wrong Size,1
ORD_0002328,CUST_01349,2023-03-24 23:00:00,Fashion,Prepaid,Tier_1,750.37,4.3,0,1,Returned,Changed Mind,1
ORD_0004116,CUST_01347,2023-03-24 23:00:00,Fashion,COD,Tier_2,1623.46,32.09,0,0,Delivered,,0
ORD_0003769,CUST_05948,2023-03-24 23:00:00,Electronics,COD,Tier_3,316.59,40.89,0,0,Delivered,,0
ORD_0004716,CUST_00070,2023-03-25 00:00:00,Home,COD,Tier_1,1344.37,29.95,0,0,Delivered,,0
ORD_0004380,CUST_02751,2023-03-25 01:00:00,Electronics,COD,Tier_2,2772.77,14.76,0,0,Delivered,,0
ORD_0008608,CUST_04741,2023-03-25 03:00:00,Fashion,COD,Tier_1,1882.7,12.69,0,0,Delivered,,0
